sii_id,codigo,fecha,corte,instancia,resumen
19686,GR-02-00017-2022,2023-08-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Rentas de arrendamiento de bienes raíces - gasto por Impuesto Territorial -
19687,177-2022,2022-10-15,Otros,Tribunal de Juicio Oral en lo Penal de Santiago,Sub declaración de Impuesto a la Renta – Valoración de la Prueba - Dolo - Estándar probatorio en el proceso penal – Artículo 97 Nº 4 inciso 1° del Código Tributario
19688,50-2020,2021-06-13,Otros,Tribunal de Juicio Oral en lo Penal de La Serena,"Justificación del ejercicio de la acción penal – Pago de Impuestos – Circunstancia atenuante de responsabilidad. Artículos 36 bis, 97 Nº 4 inciso primero y 111 del Código Tributari"
19700,8-2022 (Iquique),2023-01-16,Corte de Apelaciones,Corte de Apelaciones de Iquique,Gastos rechazados - Cuenta corriente mercantil - Inadmisibilidad probatoria
19702,GR-17-00023-2016,2023-08-18,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Carga de la prueba - Constancia de documentos recibidos - Certificación de entrega de antecedentes - Cómputo de plazo de caducidad
19703,VD-15-00048-2023,2023-08-30,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,"Vulneración de Derechos – Condonación – Anotación vigente – Querella – Ley N° <span style=""background-color: rgba(0, 0, 0, 0);"">21.514 Nuevo Convenio de Alivio Tributario – Artícul"
19720,71-2024,2024-03-22,Corte de Apelaciones,Corte de Apelaciones de Santiago,"Giro - Nulidad - Caducidad - Ver sentencia de 19.01.2024, extractada en el Boletín N° 2 de 2024."
19721,254-2023,2024-03-22,Corte de Apelaciones,Corte de Apelaciones de Santiago,Pérdidas
19722,11.197-2024,2024-03-27,Corte Suprema,Corte Suprema,"Recurso de amparo económico - Rol 3.231-2023, sentencia extractada en la primera quincena de marzo."
19808,GR-11-00002-2024,2024-03-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Acumulación de autos - Reclamos similares - artículo 92 del Código de Procedimiento Civil - Aplicación supletoria del Código de Procedimiento Civil - ambas causas deben constituir 
20127,GR-10-00090-2023,2024-06-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Impuesto Territorial – Sitio eriazo – Sitios no edificados – Servidumbre de acueducto – Buena fe – Artículos 8 y 15 de la Ley sobre Impuesto Territorial – Artículo 26 del Código Tr
20134,GR-11-00002-2024(ac),2024-06-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,"Impuesto a la Renta – Subdeclaración – adquisición de vehículo – fondos personales – Renta omitida – Artículos 21, 70, 71 de la Ley sobre Impuesto a la Renta –"
20140,GR-15-00061-2019,2024-05-20,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,"Impuesto Adicional – Requerimiento de antecedentes – Competencia de la DGC – Venta indirecta de activo subyacente - Artículos 59 y 59 bis del Código Tributario – Artículos 10 Nº3, "
20160,AB-15-00119-2018,2024-05-17,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Sobretasa de Impuesto Territorial – Permiso de edificación – Proyecto en ejecución – Artículo 8 de la Ley N° 17.235 sobre Impuesto Territorial – Circular N° 60 de 14 de octubre de 
20161,GR-16-00185-2020,2024-05-24,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,"Impuesto a la Renta – Pérdida Tributaria – Habitualidad – Triple identidad – Cosa Juzgada – Artículos 18, 31 N°3 y 107 de la Ley sobre Impuesto a la Renta – Artículos 11 y 41 de la"
20180,VD-18-00094-2022,2024-05-27,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de derechos – Derecho de propiedad – Derecho a obtener las devoluciones en forma completa y oportuna – Artículo 8 bis N°s 3 y 8 del Código Tributario – Artículo 19 N°s 
20200,29.652-2018,2024-05-28,Corte Suprema,Corte Suprema,Tasación - Ejercicio de la facultad de tasar- Carga probatoria
20201,23.184-2018,2024-05-30,Corte Suprema,Corte Suprema,Incorrecta aplicación de la ley - Ponderación medios de prueba - Gastos rechazados
20203,1.602-2024,2024-05-22,Corte de Apelaciones,Corte de Apelaciones de Santiago,Recurso de protección - Domicilio virtual
20206,7-2024,2024-05-30,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Franquicia tributaria - Confianza legítima - Deporte laboral
20207,GR-17-00026-2018,2024-05-27,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Subdeclaración de Ingresos - Impuesto Global Complementario - Gastos rechazados - Honorarios del síndico
20240,8-2023,2024-06-11,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,Prescripción extraordinaria - Facturas falsas - Dolo civil - Maliciosamente falsa - Impuesto único
20260,342-2018,2020-01-31,Corte de Apelaciones,Corte de Apelaciones de Santiago,IVA Exportador Transporte carga internacional - Aplicación de tratados internacionales - Interpretación legislación tributaria - Artículo 36 inciso 4° de la Ley sobre Impuesto a la
20280,330-2023,2024-06-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Devolución de PPUA y PPM - Goodwill - Legítima razón de negocios - Fusión de sociedades
20287,GR-12-00034-2023,2024-06-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Impuesto al Lujo - Helicóptero - Empresa relacionada - Indispensabilidad
20289,AB-16-00167-2018,2020-01-29,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Modificación general del avalúo de bienes raíces – Aplicación errónea de las tablas de clasificación – Deber de reserva – Artículos 35 y 149 N° 2 del Código Tributario
20296,GR-16-00061-2016,2020-01-31,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Exención de Impuesto a la renta - Concesión de servicios sanitarios - Intereses penales - Artículos 20 y 40 N° 1 de la Ley sobre Impuesto a la Renta - Artículo 53 del Código tribut
20320,GR-19-00044-2017,2020-03-27,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,Acreditación de Gastos Necesarios – Notario Público – Falta de Correlación Ingreso y Gasto – Valoración de la Prueba – Artículo 31 de la Ley sobre Impuesto a la Renta – Artículo 13
20323,GS-09-00015-2019,2020-03-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,Contador – Actos Dolosos – Falsificación de documentación tributaria – Artículo100 del Código Tributario
20325,44-2020,2020-12-14,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,"Fiscalización de pérdidas – Confianza legítima – Derogación tácita – Artículos 26 y 59 del Código Tributario – Artículo 97 Ley sobre Impuesto a la Renta – Ley N° 20.780, que modifi"
20326,GR-19-00015-2019,2021-02-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,Mutuos – Gastos necesarios para producir la Renta – PPUA – Teoría de los Actos Propios – Principio de la Buena Fe – Doctrina de la Confianza Legítima – Artículo 31 Nº 3 de la Ley s
20327,GR-18-00205-2016,2024-06-04,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Caducidad de la acción del SII - Pérdidas - Fundamentación del Acto Administrativo
20330,GR-07-00031-2019,2024-06-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Gastos rechazados - Asociación o cuentas en participación - Norma antielusiva especial
20380,23.082-2018,2024-06-28,Corte Suprema,Corte Suprema,Devolución de pago indebido o en exceso - Excedentes Cooperativas - Ingresos no tributables - Extra petita- Principio de congruencia
20382,405-2023,2024-06-24,Corte de Apelaciones,Corte de Apelaciones de Santiago,gasto voluntario - Transacción judicial - Gastos rechazados - Acreditación del gasto
20383,2-2024,2024-06-28,Corte de Apelaciones,Corte de Apelaciones de Valdivia,Impuesto al lujo - Principio de legalidad tributaria - Aeronave - Reserva legal - Reglamento - Obligación tributaria
20384,GR-06-00051-2023,2024-06-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Impuesto al Lujo - Helicóptero - Reglamento - Principio de legalidad
20385,AB-08-00028-2023,2024-06-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Reavalúo de bienes raíces - Área homogénea especial
20386,VD-10-00106-2020,2024-06-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Vulneración de derechos - Derecho a la integridad física y psíquica - Derecho a desarrollar cualquier actividad económica
20387,GR-18-00203-2016,2024-06-18,Tribunal Tributario y Aduanero,Cuarto Tribunal Tributario y Aduanero de la Región Metropolitana,Prescripción de la acción fiscalizadora - Costas personales - Gastos rechazados
20460,379-2023,2024-07-04,Corte de Apelaciones,Corte de Apelaciones de Santiago,Impuesto único - Precios de transferencia - Pagos Provisionales Mensuales - Principio de plena competencia
20462,58-2024,2024-07-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,Costas personales - Gastos rechazados
20463,75-2024,2024-07-15,Corte de Apelaciones,Corte de Apelaciones de Santiago,Tasación - Nuda propiedad - mayor valor
20464,VD-10-00068-2023,2024-07-02,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,Vulneración de derechos - Anotación de exclusión - Recopilación de antecedentes
20465,GR-15-00113-2021,2024-07-03,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,Ingresos omitidos - Prescripción de la acción fiscalizadora
20466,GR-09-00016-2019,2024-07-11,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,Auditoría conjunta a sociedades y sus socios - Gastos rechazados - Impuesto Global Complementario
20467,277-2023,2024-07-01,Otros,Tribunal de Juicio Oral en lo Penal de Santiago,Declaración maliciosamente falsa de impuestos - Subdeclaración de débito fiscal - Omisión deliberada de formularios - Dolo general - Conocimiento imperfecto de la normativa tributa
20521,20.637-2018,2024-08-23,Corte Suprema,Corte Suprema,Devolución - gastos y/o costos rechazados - Boletas de garantía - Caución - Pérdida tributaria - Falta de fundamentación - Valoración de la prueba - Buena fe
20522,407-2023,2024-08-20,Corte de Apelaciones,Corte de Apelaciones de Santiago,Gastos rechazados - Cuenta por cobrar
20523,GR-08-00040-2023,2024-08-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Impuesto al Lujo - Automóviles, station wagons y vehículos similares - Exención"
20524,114.596-2022,2024-09-06,Corte Suprema,Corte Suprema,Acreditación de Pérdida tributaria – PPUA – Artículo 31 de la Ley sobre Impuesto a la Renta – Artículo 768 N° 4 del Código de Procedimiento Civil
20525,5.154-2024,2024-09-05,Corte de Apelaciones,Corte de Apelaciones de Santiago,"Medida cautelar personal – Prisión preventiva – Artículo 140 letras a), b) y c) del Código Procesal penal"
20526,75-2024,2024-09-06,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Acta de denuncia – Facturas falsas – Onus probandi – Carga de la prueba – presunción de legalidad de los Actos Administrativos – Artículos 21 y 97 N°4 inciso 2° del Código Tributar
20527,88-2024,2024-09-10,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Tramitación de Acta de Denuncia – Apelación de la resolución que recibió la causa a prueba – Artículos 21 y 161 N°4 del Código Tributario
20528,100-2024,2024-09-11,Corte de Apelaciones,Corte de Apelaciones de Concepción,"Admisibilidad de la reclamación – Derecho a una tutela judicial efectiva – Artículos 6 letra B) N°5, 124 y 126 del Código Tributario"
20529,4.927-2023,2024-09-13,Juzgado de Garantía,Juzgado de Garantía de Santiago,Delitos Tributarios – Comercio Clandestino – Procedimiento Abreviado – Artículo 97 N°s 8 y 9 del Código Tributario
20530,ES-08-00016-2024,2024-09-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,No otorgamiento de boletas por ventas pagadas en efectivo y mediante transferencias electrónicas – Obligación de emitir boletas electrónicas – Artículos 52 a 55 de la Ley sobre Imp
20531,VD-16-00026-2023,2024-08-27,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,Vulneración de derechos - Impuesto a la Herencia
20532,VD-16-00062-2023,2024-09-02,Tribunal Tributario y Aduanero,Segundo Tribunal Tributario y Aduanero de la Región Metropolitana,"Vulneración de derechos – Actuaciones centralizadas – Utilización de algoritmos – Artículo 8 bis N°s 1 y 4 letras a), b y c) del Código Tributario – Artículo 19 N°s 22 y 24 de la C"
20533,195-2024,2024-08-19,Corte de Apelaciones,Corte de Apelaciones de Santiago,Excepción de prescripción - Notificación de la citación - Ampliación del plazo de prescripción
20534,191-2024,2024-10-28,Corte de Apelaciones,Corte de Apelaciones de Santiago,Contrato de Joint Venture – Métodos de Precios de Transferencia – Sana Crítica – Acreditación de Operaciones – Impuesto Único – Artículos 21 y 41 E de la Ley sobre Impuesto a la Re
20535,GR-07-00010-2019,2024-08-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Norma general antielusiva - Simulación - Donación encubierta
20536,153.616-2023,2024-10-15,Corte Suprema,Corte Suprema,Vulneración de derechos – Revisión de la Actuación Fiscalizadora – Carácter cautelar del procedimiento
20540,86-2024,2024-10-28,Corte de Apelaciones,Corte de Apelaciones de Santiago,"Efectos de la Liquidación – Facultad del Servicio para imputar impuestos – Ultra Petita – Artículos 24 y 97 del Código Tributario – Artículos 9, 10, 16 y 41 de la Ley N°19.880 que "
20541,183.398-2023,2024-10-15,Corte Suprema,Corte Suprema,Justificación de Inversiones – Presunción legal – Carga de la prueba
20542,9331-2024,2024-10-07,Corte Suprema,Corte Suprema,Recurso de Protección – Alzamiento de Anotaciones 52 y 4001 – Contribuyente Querellado – Suspensión Condicional del Procedimiento – Convenio de Pago de Tesorería
20544,GR-17-00032-2017,2024-10-30,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,Impuesto Específico a la Actividad Minera – Litio – Concesiones mineras – Artículo 64 bis de la Ley sobre Impuesto a la Renta – Artículos 1 y 5 del DL N°2.886 de 1979 – Oficio SII 
